utterance,response,speaker,responder,error,age,response_time,utterance_time,past_tense,plural,overreg,overlap,source_file,error_type,rl
bees,what've we got,CHI,MOT,FALSE,26,-1.1720000000000255,1.1730000000000018,FALSE,TRUE,FALSE,TRUE,eleanor/2-02-03a.xml,no error,4
knees and toes,toes,CHI,MOT,FALSE,26,-0.63799999999992,1.252999999999929,FALSE,TRUE,FALSE,TRUE,eleanor/2-02-03a.xml,no error,1
gone,ooh,CHI,FAT,FALSE,26,0.41399999999998727,0.9169999999999163,TRUE,FALSE,FALSE,FALSE,eleanor/2-02-03b.xml,no error,1
stuck,are you stuck,CHI,MOT,FALSE,26,0.7900000000000773,0.7189999999999372,TRUE,FALSE,FALSE,FALSE,eleanor/2-02-03b.xml,no error,3
it's cooled down,it's what darling,CHI,MOT,FALSE,26,0.9139999999999873,1.821999999999889,TRUE,FALSE,FALSE,FALSE,eleanor/2-02-03b.xml,no error,4
I didn't Mum,Eleanor,CHI,MOT,FALSE,26,-0.9630000000001928,1.9039999999999964,TRUE,FALSE,FALSE,TRUE,eleanor/2-02-03b.xml,no error,1
it's not fair to my bees,okay,CHI,MOT,FALSE,26,0,1.788000000000011,FALSE,TRUE,FALSE,FALSE,eleanor/2-02-03b.xml,no error,1
these people having their picnic,okay,CHI,FAT,TRUE,26,0.20800000000008367,4.213999999999942,FALSE,TRUE,FALSE,FALSE,eleanor/2-02-03b.xml,other error,1
cooking bears,xxx,CHI,MOT,FALSE,26,2.602999999999952,1.323000000000036,FALSE,TRUE,FALSE,FALSE,eleanor/2-02-04a.xml,no error,1
why xxx put xxx there,what's that in xxx,CHI,MOT,FALSE,26,-1.6020000000000891,2.1240000000000236,TRUE,FALSE,FALSE,TRUE,eleanor/2-02-04a.xml,no error,5
I'm doing a little little jewels on it,yeah well you have to cut some nice shapes,CHI,MOT,FALSE,26,0.6149999999997817,3.344000000000051,FALSE,TRUE,FALSE,FALSE,eleanor/2-02-04a.xml,no error,9
I cut only diamonds,you sure,CHI,MOT,FALSE,26,-0.9400000000000546,1.9970000000002983,FALSE,TRUE,FALSE,TRUE,eleanor/2-02-04a.xml,no error,2
I dried this one,we'll play another game,CHI,MOT,FALSE,26,3.66700000000003,2.1359999999999673,TRUE,FALSE,FALSE,FALSE,eleanor/2-02-05a.xml,no error,5
knees and toes,yes,CHI,MOT,FALSE,26,0.011999999999716238,1.300000000000182,FALSE,TRUE,FALSE,FALSE,eleanor/2-02-05a.xml,no error,1
knees and toes,knees and toes and,CHI,MOT,FALSE,26,0.7660000000000764,1.5790000000001783,FALSE,TRUE,FALSE,FALSE,eleanor/2-02-05a.xml,no error,4
shoulders,then point to your shoulders,CHI,MOT,FALSE,26,-0.31300000000010186,0.7309999999997672,FALSE,TRUE,FALSE,TRUE,eleanor/2-02-05a.xml,no error,5
knees and toes,yeah,CHI,MOT,FALSE,26,0.03499999999985448,0.9290000000000873,FALSE,TRUE,FALSE,FALSE,eleanor/2-02-05a.xml,no error,1
knees and toes,P Po's watching darling,CHI,MOT,FALSE,26,0.06999999999970896,1.3810000000003129,FALSE,TRUE,FALSE,FALSE,eleanor/2-02-05a.xml,no error,5
you do the s again xxx potatoes,xxx gone to,CHI,MOT,FALSE,26,0.07000000000016371,4.8449999999998,FALSE,TRUE,FALSE,FALSE,eleanor/2-02-05a.xml,no error,3
I've already done it,have you finished,CHI,MOT,FALSE,26,0.012000000000170985,1.6489999999998872,TRUE,FALSE,FALSE,FALSE,eleanor/2-02-05a.xml,no error,3
two little gentlemen sitting on a,two little what darling,CHI,MOT,FALSE,27,1.5420000000000016,3.0420000000000016,FALSE,TRUE,FALSE,FALSE,eleanor/2-03-00a.xml,no error,4
gentlemen,two little tinkermens,CHI,MOT,FALSE,27,1.1730000000000018,1.914999999999992,FALSE,TRUE,FALSE,FALSE,eleanor/2-03-00a.xml,no error,3
three cakes,three,CHI,MOT,FALSE,27,-0.8350000000000364,1.3460000000000036,FALSE,TRUE,FALSE,TRUE,eleanor/2-03-00a.xml,no error,1
I make lots of,sorry,CHI,MOT,FALSE,27,0.2319999999999709,2.2530000000001564,FALSE,TRUE,FALSE,FALSE,eleanor/2-03-00a.xml,no error,1
oh it's broken,oh,CHI,MOT,FALSE,27,-0.9400000000000546,1.3350000000000364,TRUE,FALSE,FALSE,TRUE,eleanor/2-03-00a.xml,no error,1
I got xxx,sorry,CHI,MOT,TRUE,27,0.4689999999999941,1.7760000000000105,TRUE,FALSE,FALSE,FALSE,eleanor/2-03-00b.xml,other error,1
flowers,xxx,CHI,FAT,FALSE,27,0.6150000000000091,1.91599999999994,FALSE,TRUE,FALSE,FALSE,eleanor/2-03-00b.xml,no error,1
I have got xxx,xxx,CHI,MOT,FALSE,27,-2.147999999999911,2.19399999999996,TRUE,FALSE,FALSE,TRUE,eleanor/2-03-00b.xml,no error,1
I made pocket,aha,CHI,FAT,TRUE,27,0.03500000000030923,1.462999999999738,TRUE,FALSE,FALSE,FALSE,eleanor/2-03-00b.xml,other error,1
it's broken,one,CHI,FAT,FALSE,27,-0.9059999999999491,1.6369999999997162,TRUE,FALSE,FALSE,TRUE,eleanor/2-03-00b.xml,no error,1
where did your turn Daddy,NA,CHI,FAT,TRUE,27,-2.786000000000058,2.9140000000002146,TRUE,FALSE,FALSE,TRUE,eleanor/2-03-00b.xml,other error,NA
moths are nice,yeah,CHI,MOT,FALSE,27,0.08100000000001728,1.3700000000000045,FALSE,TRUE,FALSE,FALSE,eleanor/2-03-01v.xml,no error,1
chicks,chicks,CHI,MOT,FALSE,27,0,0.7080000000000837,FALSE,TRUE,FALSE,FALSE,eleanor/2-03-01v.xml,no error,1
there some rabbits,oh,CHI,MOT,TRUE,27,-0.4880000000000564,1.7300000000000182,FALSE,TRUE,FALSE,TRUE,eleanor/2-03-01v.xml,other error,1
it's xxx stuck,how long have you done that,CHI,MOT,FALSE,27,2.97199999999998,1.9039999999999964,TRUE,FALSE,FALSE,FALSE,eleanor/2-03-03a.xml,no error,6
it's stuck,you count,CHI,MOT,FALSE,27,0.024000000000114596,1.183999999999969,TRUE,FALSE,FALSE,FALSE,eleanor/2-03-03a.xml,no error,2
I need some milkies,xxx,CHI,MOT,FALSE,27,-1.800000000000182,1.9510000000000218,FALSE,TRUE,FALSE,TRUE,eleanor/2-03-03a.xml,no error,1
xxx glues,xxx glue on there,CHI,MOT,FALSE,27,0.8020000000001346,1.706000000000131,FALSE,TRUE,FALSE,FALSE,eleanor/2-03-03a.xml,no error,4
penguins,which one,CHI,MOT,FALSE,27,0.9990000000000236,1.4510000000000218,FALSE,TRUE,FALSE,FALSE,eleanor/2-03-03b.xml,no error,2
penguins,penguins,CHI,MOT,FALSE,27,0.6620000000000346,1.393000000000029,FALSE,TRUE,FALSE,FALSE,eleanor/2-03-03b.xml,no error,1
it's scared,who's scared,CHI,FAT,FALSE,27,0.36000000000012733,2.1480000000001382,TRUE,FALSE,FALSE,FALSE,eleanor/2-03-03b.xml,no error,3
have you got a cat,xxx,CHI,MOT,FALSE,27,0.5570000000000164,1.4169999999999732,TRUE,FALSE,FALSE,TRUE,eleanor/2-03-04a.xml,no error,1
Daddy's gone xxx,you know whose birthday it is today,CHI,MOT,FALSE,27,0.4519999999999982,2.1949999999999363,TRUE,FALSE,FALSE,FALSE,eleanor/2-03-04a.xml,no error,7
not not we done that one,which one,CHI,MOT,TRUE,27,0.19799999999997908,2.8439999999999372,TRUE,FALSE,FALSE,FALSE,eleanor/2-03-04a.xml,other error,2
I got one of those,what are they called,CHI,MOT,TRUE,27,-0.22000000000025466,1.7400000000002365,TRUE,FALSE,FALSE,TRUE,eleanor/2-03-04a.xml,other error,4
I haven't got tail,tail you haven't got a tail,CHI,MOT,TRUE,27,0.022999999999683496,2.3330000000000837,TRUE,FALSE,FALSE,FALSE,eleanor/2-03-04a.xml,other error,7
sandwiches,there you go,CHI,MOT,FALSE,27,0.44099999999980355,1.9270000000001346,FALSE,TRUE,FALSE,FALSE,eleanor/2-03-04a.xml,no error,3
sandwiches,mm,CHI,MOT,FALSE,27,0.047000000000025466,1.3350000000000364,FALSE,TRUE,FALSE,FALSE,eleanor/2-03-04a.xml,no error,1
I like foils,you like foil,CHI,MOT,FALSE,27,1.068000000000211,1.9039999999999964,FALSE,TRUE,FALSE,FALSE,eleanor/2-03-04a.xml,no error,3
Mum where's Bob's gone,is it not in here,CHI,MOT,TRUE,27,-1.3349999999999227,2.3339999999999463,TRUE,FALSE,FALSE,TRUE,eleanor/2-03-04b.xml,other error,5
and I've weed,did you wee again,CHI,MOT,FALSE,27,0.08199999999987995,1.1490000000001146,TRUE,FALSE,FALSE,FALSE,eleanor/2-03-04b.xml,no error,4
where's it gone,www,CHI,MOT,FALSE,27,-0.8809999999998581,0.8820000000000618,TRUE,FALSE,FALSE,TRUE,eleanor/2-03-05b.xml,no error,1
in your trousers,in your trousers,CHI,MOT,FALSE,28,0.10400000000001342,1.5910000000000082,FALSE,TRUE,FALSE,FALSE,eleanor/2-04-00a.xml,no error,3
wore now,Eleanor can you put those clothes in the laundry basket please,CHI,MOT,FALSE,28,0.09299999999996089,1.149000000000001,TRUE,FALSE,FALSE,FALSE,eleanor/2-04-00a.xml,no error,11
lilies,and what other flowers are there,CHI,MOT,FALSE,28,-0.17399999999997817,1.1950000000001637,FALSE,TRUE,FALSE,TRUE,eleanor/2-04-00a.xml,no error,6
fly flew away,again,CHI,MOT,FALSE,28,0.3710000000000946,1.55600000000004,TRUE,FALSE,FALSE,FALSE,eleanor/2-04-00a.xml,no error,1
we sold the blue one,which blue one come on,CHI,MOT,FALSE,28,0.01499999999987267,2.356000000000222,TRUE,FALSE,FALSE,FALSE,eleanor/2-04-00a.xml,no error,5
xxx got,xxx,CHI,FAT,FALSE,28,0,1.3930000000000007,TRUE,FALSE,FALSE,FALSE,eleanor/2-04-00b.xml,no error,1
went to town,riding,CHI,FAT,FALSE,28,0.06999999999999318,1.5559999999999832,TRUE,FALSE,FALSE,FALSE,eleanor/2-04-00b.xml,no error,1
I I do bones,xxx,CHI,FAT,FALSE,28,0.06999999999993634,1.8920000000000528,FALSE,TRUE,FALSE,FALSE,eleanor/2-04-00b.xml,no error,1
well done,they're done,CHI,FAT,FALSE,28,-0.9629999999999654,0.9629999999999654,TRUE,FALSE,FALSE,TRUE,eleanor/2-04-00b.xml,no error,3
did you do the chocolate,mm,CHI,FAT,FALSE,28,0.2999999999999545,1.6320000000000618,TRUE,FALSE,FALSE,FALSE,eleanor/2-04-02a.xml,no error,1
there's your shoes,uhhuh,CHI,FAT,TRUE,28,-0.7080000000000837,1.4280000000003383,FALSE,TRUE,FALSE,TRUE,eleanor/2-04-02a.xml,other error,1
I'm looking passed now,oh no,CHI,FAT,FALSE,28,0.6610000000000582,2.681999999999789,TRUE,FALSE,FALSE,FALSE,eleanor/2-04-02a.xml,no error,2
like cherries,cherries xxx,CHI,MOT,FALSE,28,1.5670000000000073,2.2990000000000066,FALSE,TRUE,FALSE,FALSE,eleanor/2-04-02b.xml,no error,2
a snails eat fries,do s,CHI,MOT,FALSE,28,0.06899999999995998,2.3810000000000855,FALSE,TRUE,FALSE,FALSE,eleanor/2-04-02b.xml,no error,2
no we have done,we have done,CHI,MOT,FALSE,28,0.1979999999998654,2.438000000000102,TRUE,FALSE,FALSE,FALSE,eleanor/2-04-02b.xml,no error,3
xxx bananas,mhm,CHI,MOT,FALSE,28,-1.1960000000000264,1.649000000000001,FALSE,TRUE,FALSE,TRUE,eleanor/2-04-04a.xml,no error,1
I want the cups,xxx,CHI,MOT,FALSE,28,-0.45299999999997453,0.8130000000001019,FALSE,TRUE,FALSE,TRUE,eleanor/2-04-04a.xml,no error,1
and the spider eat the sausages,oh at the uh puppet show,CHI,MOT,TRUE,28,0.3010000000003856,3.332999999999629,FALSE,TRUE,FALSE,FALSE,eleanor/2-04-04a.xml,other error,6
we see the seagulls,ooh,CHI,FAT,TRUE,28,-0.35999999999999943,2.5660000000000025,FALSE,TRUE,FALSE,TRUE,eleanor/2-04-04b.xml,other error,1
yeah it was,xxx,CHI,FAT,FALSE,28,0.6159999999999854,1.288000000000011,TRUE,FALSE,FALSE,FALSE,eleanor/2-04-04b.xml,no error,1
xxx gone,xxx at the door,CHI,FAT,FALSE,28,0.6610000000000582,1.8229999999998654,TRUE,FALSE,FALSE,FALSE,eleanor/2-04-04b.xml,no error,4
I don't like seeds,xxx,CHI,FAT,FALSE,28,0.07000000000016371,2.5419999999999163,FALSE,TRUE,FALSE,FALSE,eleanor/2-04-04b.xml,no error,1
Little_bo_peep has lost sheep,and doesn't know where to,CHI,MOT,TRUE,28,0.13900000000001,2.578000000000003,TRUE,FALSE,FALSE,FALSE,eleanor/2-04-05a.xml,other error,6
I saw sheeps yesterday,did you see sheep yesterday,CHI,MOT,TRUE,28,0,2.995999999999981,FALSE,TRUE,TRUE,FALSE,eleanor/2-04-05a.xml,overregularization,5
rectangles,good girl,CHI,MOT,FALSE,28,0.9640000000000555,1.893000000000029,FALSE,TRUE,FALSE,FALSE,eleanor/2-04-05a.xml,no error,2
we done now,no,CHI,MOT,TRUE,28,0.3830000000000382,0.9990000000000236,TRUE,FALSE,FALSE,FALSE,eleanor/2-04-05a.xml,other error,1
xxx some crisps,xxx,CHI,MOT,FALSE,28,-2.11200000000008,2.1130000000000564,FALSE,TRUE,FALSE,TRUE,eleanor/2-04-05a.xml,no error,1
got hoppy do,hoppy do,CHI,MOT,FALSE,28,0.20899999999983265,1.706000000000131,TRUE,FALSE,FALSE,FALSE,eleanor/2-04-05a.xml,no error,2
little frogs,oh frogs,CHI,MOT,FALSE,28,-0.2559999999998581,1.4630000000001928,FALSE,TRUE,FALSE,TRUE,eleanor/2-04-05a.xml,no error,2
pigs,what's a pigs,CHI,MOT,FALSE,28,0.22000000000025466,1.2779999999997926,FALSE,TRUE,FALSE,FALSE,eleanor/2-04-05a.xml,no error,4
sandwiches,one,CHI,MOT,FALSE,28,3.3899999999998727,1.5090000000000146,FALSE,TRUE,FALSE,FALSE,eleanor/2-04-05a.xml,no error,1
look I got two plate,mhm,CHI,FAT,FALSE,28,0.046000000000276486,1.8109999999996944,FALSE,TRUE,FALSE,FALSE,eleanor/2-04-05a.xml,no error,1
what have I got,xxx,CHI,FAT,FALSE,28,0.56899999999996,1.474999999999909,TRUE,FALSE,FALSE,FALSE,eleanor/2-04-05a.xml,no error,1
I went with you,xxx,CHI,FAT,FALSE,29,0.022999999999996135,2.2060000000000173,TRUE,FALSE,FALSE,FALSE,eleanor/2-05-00b.xml,no error,1
Mama bought,see you,CHI,FAT,FALSE,29,-1.41700000000003,1.41700000000003,TRUE,FALSE,FALSE,TRUE,eleanor/2-05-00b.xml,no error,2
you did the door,thank you,CHI,FAT,FALSE,29,0.6620000000000346,2.0549999999998363,TRUE,FALSE,FALSE,FALSE,eleanor/2-05-00b.xml,no error,2
I can't see the greens,what colors that,CHI,FAT,FALSE,29,-1.009999999999991,2.6130000000000564,FALSE,TRUE,FALSE,TRUE,eleanor/2-05-00b.xml,no error,3
I got two bubbles,oh my xxx,CHI,FAT,FALSE,29,-0.6269999999999527,2.1829999999999927,FALSE,TRUE,FALSE,TRUE,eleanor/2-05-00b.xml,no error,3
I hurted my foot,what stuff have you got,CHI,MOT,TRUE,29,0.17399999999997817,1.7530000000000427,TRUE,FALSE,TRUE,FALSE,eleanor/2-05-01b.xml,overregularization,5
Dada walked past the tree and this apple fallen down on his head,NA,CHI,MOT,TRUE,29,2.324000000000069,4.608999999999924,TRUE,FALSE,FALSE,FALSE,eleanor/2-05-01b.xml,other error,NA
he's been work,you've been to work,CHI,MOT,TRUE,29,0.9259999999999309,2.7280000000000655,TRUE,FALSE,FALSE,FALSE,eleanor/2-05-03a.xml,other error,5
two years old,when's your birthday,CHI,MOT,FALSE,29,-0.6519999999998163,1.2879999999997835,FALSE,TRUE,FALSE,TRUE,eleanor/2-05-03a.xml,no error,4
I want to do a dice,Eleanor,CHI,MOT,FALSE,29,-0.20899999999983265,2.1820000000000164,FALSE,TRUE,FALSE,TRUE,eleanor/2-05-03a.xml,no error,1
broken,ah,CHI,MOT,FALSE,29,-1.28899999999976,1.28899999999976,TRUE,FALSE,FALSE,TRUE,eleanor/2-05-03a.xml,no error,1
it's a broken man,what darling,CHI,MOT,FALSE,29,1.5210000000001855,2.5540000000000873,TRUE,FALSE,FALSE,FALSE,eleanor/2-05-03a.xml,no error,2
look look look what I made,oh wow,CHI,MOT,FALSE,29,-0.1270000000000664,3.25,TRUE,FALSE,FALSE,TRUE,eleanor/2-05-03b.xml,no error,2
where's he gone,xxx,CHI,MOT,FALSE,29,-0.48700000000008004,1.300000000000182,TRUE,FALSE,FALSE,TRUE,eleanor/2-05-03b.xml,no error,1
four and twenty black birds baked up a pie,in the pie,CHI,MOT,FALSE,29,0.022999999999683496,4.273000000000138,TRUE,TRUE,FALSE,FALSE,eleanor/2-05-03b.xml,no error,3
I wanted drink of milk in there like Ha Hwww,yeah,CHI,MOT,TRUE,29,0.06900000000000261,5.061999999999998,TRUE,FALSE,FALSE,FALSE,eleanor/2-05-05a.xml,other error,1
I go and get carrots,are you going to sit down,CHI,MOT,TRUE,29,1.3120000000000118,1.9849999999999568,FALSE,TRUE,FALSE,FALSE,eleanor/2-05-05a.xml,other error,6
eggs today,xxx,CHI,MOT,FALSE,29,-1.183999999999969,1.2300000000000182,FALSE,TRUE,FALSE,TRUE,eleanor/2-05-05a.xml,no error,1
do we have to have veggies,alright,CHI,MOT,FALSE,29,-0.8120000000000118,2.2749999999999773,FALSE,TRUE,FALSE,TRUE,eleanor/2-05-05a.xml,no error,1
I married,hello,CHI,MOT,TRUE,29,1.17899999999986,1.6490000000001146,TRUE,FALSE,FALSE,FALSE,eleanor/2-05-05a.xml,other error,1
they got pink face,NA,CHI,MOT,TRUE,29,0.0340000000001055,1.5209999999999582,TRUE,FALSE,FALSE,FALSE,eleanor/2-05-05a.xml,other error,NA
where has your face gone xxx,do it,CHI,MOT,FALSE,29,0.012000000000170985,1.2770000000000437,TRUE,FALSE,FALSE,FALSE,eleanor/2-05-05a.xml,no error,2
bananas,mm,CHI,MOT,FALSE,29,-1.322999999999979,1.322999999999979,FALSE,TRUE,FALSE,TRUE,eleanor/2-05-06v.xml,no error,1
I weren't,cry and I won't take you anywhere,CHI,MOT,TRUE,30,2.3220000000000027,0.8240000000000123,TRUE,FALSE,FALSE,FALSE,eleanor/2-06-00a.xml,other error,8
she just um she just all needed to baby,oh xxx,CHI,MOT,FALSE,30,0.023000000000024556,4.968000000000018,TRUE,FALSE,FALSE,FALSE,eleanor/2-06-00a.xml,no error,2
what I did,no,CHI,MOT,FALSE,30,-0.7889999999997599,1.6720000000000255,TRUE,FALSE,FALSE,TRUE,eleanor/2-06-00a.xml,no error,1
I banged my wrist,good xxx,CHI,MOT,FALSE,30,-2.099999999999909,2.1010000000001128,TRUE,FALSE,FALSE,TRUE,eleanor/2-06-00a.xml,no error,2
ee two ducks,careful xxx,CHI,MOT,FALSE,30,-1.6590000000001055,1.6599999999998545,FALSE,TRUE,FALSE,TRUE,eleanor/2-06-00a.xml,no error,2
I didn't xxx,why did you do that,CHI,MOT,FALSE,30,-0.33600000000001273,2.229000000000042,TRUE,FALSE,FALSE,TRUE,eleanor/2-06-02b.xml,no error,5
I didn't,wait a minute,CHI,MOT,FALSE,30,2.2640000000001237,1.2999999999999545,TRUE,FALSE,FALSE,FALSE,eleanor/2-06-02b.xml,no error,3
look at my babies,NA,CHI,MOT,FALSE,30,-1.0799999999999272,2.4149999999999636,FALSE,TRUE,FALSE,TRUE,eleanor/2-06-02b.xml,no error,NA
climbed up the stairs then she fee she falled down,she climbed up the stairs and she'd fallen down,CHI,MOT,TRUE,30,0.06899999999995998,3.785000000000025,TRUE,FALSE,TRUE,FALSE,eleanor/2-06-02v.xml,overregularization,10
two masculated cards,masculated,CHI,MOT,FALSE,30,0.10500000000001819,2.3099999999999454,FALSE,TRUE,FALSE,FALSE,eleanor/2-06-02v.xml,no error,1
get some crisps,get some,CHI,MOT,FALSE,30,0.23299999999994725,1.252999999999929,FALSE,TRUE,FALSE,FALSE,eleanor/2-06-02v.xml,no error,2
sheeps,sheep,CHI,MOT,TRUE,30,0.19800000000032014,0.8819999999996071,FALSE,TRUE,TRUE,FALSE,eleanor/2-06-03a.xml,overregularization,1
is that is that did hurt,that hurts,CHI,MOT,TRUE,30,0,2.5430000000000064,TRUE,FALSE,FALSE,FALSE,eleanor/2-06-04a.xml,other error,2
ducks,only girls,CHI,MOT,FALSE,30,0.14000000000010004,1.2649999999999864,FALSE,TRUE,FALSE,FALSE,eleanor/2-06-04a.xml,no error,2
I want to take my trousers off,take your trousers off,CHI,MOT,FALSE,30,0.11599999999998545,2.6580000000000155,FALSE,TRUE,FALSE,FALSE,eleanor/2-06-04a.xml,no error,4
has it got stickers in it,okay,CHI,MOT,FALSE,30,0.34799999999995634,2.1480000000001382,TRUE,FALSE,FALSE,FALSE,eleanor/2-06-04a.xml,no error,1
my took,going there,CHI,MOT,FALSE,31,-1.2889999999999873,1.2889999999999873,TRUE,FALSE,FALSE,TRUE,eleanor/2-07-02a.xml,no error,2
they're hiding behind the woods,Mama didn't even see the hand,CHI,MOT,FALSE,31,0.20800000000008367,2.9609999999997854,FALSE,TRUE,FALSE,FALSE,eleanor/2-07-02a.xml,no error,7
where's he gone,he's coming soon,CHI,MOT,FALSE,31,-0.56899999999996,1.8690000000000282,TRUE,FALSE,FALSE,TRUE,eleanor/2-07-02b.xml,no error,4
twisters,NA,CHI,FAT,FALSE,31,-1.4050000000002,1.4050000000002,FALSE,TRUE,FALSE,TRUE,eleanor/2-07-02b.xml,no error,NA
found it xxx little puppy,www,CHI,MOT,FALSE,31,-2.4729999999999563,2.4729999999999563,TRUE,FALSE,FALSE,TRUE,eleanor/2-07-02b.xml,no error,1
there's someone missed,who's that,CHI,MOT,TRUE,31,-0.8940000000000055,1.6840000000000828,TRUE,FALSE,FALSE,TRUE,eleanor/2-07-03a.xml,other error,3
she said to,ah she's very good,CHI,MOT,FALSE,31,-0.8940000000000055,1.8109999999999218,TRUE,FALSE,FALSE,TRUE,eleanor/2-07-03a.xml,no error,5
it's almost finished,it's getting longer,CHI,MOT,FALSE,31,0.003000000000156433,2.6709999999998217,TRUE,FALSE,FALSE,FALSE,eleanor/2-07-03a.xml,no error,4
have you got parachute,no,CHI,MOT,TRUE,31,0.023000000000138243,1.5670000000000073,TRUE,FALSE,FALSE,FALSE,eleanor/2-07-03a.xml,other error,1
just the gate's closed,closed,CHI,MOT,FALSE,31,0.39500000000043656,3.3669999999997344,TRUE,FALSE,FALSE,FALSE,eleanor/2-07-03a.xml,no error,1
are you tired,xxx,CHI,MOT,FALSE,31,-1.5790000000000646,1.5790000000000646,TRUE,FALSE,FALSE,TRUE,eleanor/2-07-03b.xml,no error,1
these are called silver bells,silver bells and cockle,CHI,FAT,FALSE,31,0.23500000000012733,3.2739999999998872,TRUE,TRUE,FALSE,FALSE,eleanor/2-07-03b.xml,no error,4
they tied her on a little xxx under the chair,no,CHI,FAT,FALSE,31,0.1510000000000673,3.668999999999869,TRUE,FALSE,FALSE,FALSE,eleanor/2-07-03b.xml,no error,1
I was hiding,alright,CHI,FAT,FALSE,31,0.08100000000013097,1.6140000000000327,TRUE,FALSE,FALSE,FALSE,eleanor/2-07-03b.xml,no error,1
a toys,Eleanor what does this say,CHI,MOT,TRUE,31,-0.3020000000000209,0.7309999999999945,FALSE,TRUE,FALSE,TRUE,eleanor/2-07-04a.xml,other error,5
I found it,xxx,CHI,MOT,TRUE,31,-0.9059999999999491,1.544999999999959,TRUE,FALSE,FALSE,TRUE,eleanor/2-07-05a.xml,other error,1
I did this one,do you think it might do you think it might go in there,CHI,MOT,FALSE,31,-1.856999999999971,1.9849999999999,TRUE,FALSE,FALSE,TRUE,eleanor/2-07-05a.xml,no error,13
