utterance,response,speaker,responder,error,age,response_time,utterance_time,past_tense,plural,overreg,overlap,source_file,error_type,rl
he's eating some worms,he's eating the worms,CHI,FAT,FALSE,35,-0.16300000000001091,1.55600000000004,FALSE,TRUE,FALSE,TRUE,eleanor/2-11-04b.xml,no error,5
they don't like potatoes,they don't like potatoes,CHI,FAT,FALSE,35,-0.6039999999998145,1.4969999999998436,FALSE,TRUE,FALSE,TRUE,eleanor/2-11-04b.xml,no error,5
go do those stamps,would you like to,CHI,FAT,FALSE,35,-0.08100000000013097,1.462999999999738,FALSE,TRUE,FALSE,TRUE,eleanor/2-11-04b.xml,no error,4
we did those didn't we,mm,CHI,FAT,FALSE,35,-0.7309999999997672,1.8689999999996871,TRUE,FALSE,FALSE,TRUE,eleanor/2-11-04b.xml,no error,1
I done one,oh,CHI,FAT,TRUE,35,-1.0909999999998945,1.13799999999992,TRUE,FALSE,FALSE,TRUE,eleanor/2-11-04b.xml,other error,1
I just got children,no animals,CHI,FAT,TRUE,35,0.03499999999985448,1.9149999999999636,TRUE,TRUE,FALSE,FALSE,eleanor/2-11-04b.xml,other error,2
I'm finished one,you gonna going to do any more colors,CHI,FAT,TRUE,35,0.9750000000003638,1.9039999999999964,TRUE,FALSE,FALSE,FALSE,eleanor/2-11-04b.xml,other error,8
I picked in the crab today,yeah,CHI,FAT,TRUE,35,-0.11599999999998545,1.8800000000001091,TRUE,FALSE,FALSE,TRUE,eleanor/2-11-04b.xml,other error,1
you look at eggs,oh,CHI,FAT,FALSE,35,0.3710000000000946,1.2419999999997344,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-04b.xml,no error,1
dolphins eat sharks,no,CHI,FAT,FALSE,35,0.03500000000030923,1.9739999999997053,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-04b.xml,no error,1
owls wake up at night,yes,CHI,FAT,FALSE,35,0.3599999999996726,2.46100000000024,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-04b.xml,no error,1
I haven't got sausages with chips,oh,CHI,MOT,FALSE,35,-1.3010000000000446,2.5430000000000064,FALSE,TRUE,FALSE,TRUE,eleanor/2-11-05a.xml,no error,1
lots of pieces,or we need a bit of a log don't we,CHI,MOT,FALSE,35,0.0820000000003347,2.274999999999636,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-05a.xml,no error,11
you got smelly toes,Eleanor,CHI,MOT,TRUE,35,0.27899999999999636,2.019999999999982,TRUE,FALSE,FALSE,FALSE,eleanor/2-11-06a.xml,other error,1
animals,animals,CHI,MOT,FALSE,35,0.0340000000001055,1.2660000000000764,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-06a.xml,no error,1
Mummy and Daddy and the babies were crying one day,ooh,CHI,FAT,FALSE,35,-2.3470000000000084,5.3980000000000246,TRUE,FALSE,FALSE,TRUE,eleanor/2-11-06b.xml,no error,1
bruised,hm,CHI,FAT,FALSE,35,-0.3009999999999877,0.9049999999999727,TRUE,FALSE,FALSE,TRUE,eleanor/2-11-06b.xml,no error,1
crutches,biscuits for who,CHI,FAT,FALSE,35,0.25300000000004275,0.8829999999999245,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-06b.xml,no error,3
but not those ones,mhm,CHI,FAT,FALSE,35,-0.2899999999999636,1.83400000000006,FALSE,TRUE,FALSE,TRUE,eleanor/2-11-06b.xml,no error,1
but he didn't want a face,NA,CHI,FAT,FALSE,35,0.3829999999998108,2.288000000000011,TRUE,FALSE,FALSE,FALSE,eleanor/2-11-06b.xml,no error,NA
get your hooves go clippety,ow,CHI,FAT,FALSE,35,0.6270000000004075,3.401999999999589,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-06b.xml,no error,1
it's got less holes in it,right,CHI,FAT,FALSE,35,0,1.77599999999984,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-06b.xml,no error,1
have you got mouse,xxx this is called the mouse,CHI,FAT,TRUE,35,0.487999999999829,1.1720000000000255,TRUE,FALSE,FALSE,FALSE,eleanor/2-11-06b.xml,other error,6
I don't want words,there,CHI,FAT,FALSE,35,-0.5349999999998545,1.2429999999999382,FALSE,TRUE,FALSE,TRUE,eleanor/2-11-06b.xml,no error,1
that's a numbers two,oh yes,CHI,FAT,TRUE,35,0.15100000000029468,2.3449999999998,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-06b.xml,other error,2
I'm going to do some dots,clever girls can do them without dots,CHI,MOT,FALSE,35,3.0389999999999873,1.9390000000000782,FALSE,TRUE,FALSE,FALSE,eleanor/2-11-09v.xml,no error,7
I just got,www,CHI,MOT,FALSE,35,0.19800000000009277,0.928000000000111,TRUE,FALSE,FALSE,FALSE,eleanor/2-11-09v.xml,no error,1
I winned,you did not win,CHI,MOT,TRUE,35,0.010999999999967258,1.06899999999996,TRUE,FALSE,TRUE,FALSE,eleanor/2-11-09v.xml,overregularization,4
have you got diabetes,she said you've got diabetes and grandmother hasn't,CHI,MOT,TRUE,36,0.3140000000000214,2.100999999999999,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-00v.xml,other error,10
he won,he wins a,CHI,MOT,FALSE,36,0.3949999999999818,1.8690000000000282,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-00v.xml,no error,3
I want two cuddly toys,that's two cuddly toys,CHI,MOT,FALSE,36,0,2.3689999999999714,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-01a.xml,no error,5
I just did carried,just did carried,CHI,MOT,TRUE,36,0.03500000000002501,2.298000000000002,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-01a.xml,other error,3
Dada drawed that,Dada,CHI,MOT,TRUE,36,0.0809999999999036,2.0550000000000637,TRUE,FALSE,TRUE,FALSE,eleanor/3-00-01a.xml,overregularization,1
and xxx crazy chips,are you going to eat them,CHI,MOT,FALSE,36,-0.16200000000026193,1.5320000000001528,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-01a.xml,no error,6
it was accident,right,CHI,MOT,TRUE,36,0.06399999999985084,1.6489999999998872,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-01a.xml,other error,1
you scareded scared it,did what,CHI,MOT,TRUE,36,0.010999999999967258,1.8460000000000036,TRUE,FALSE,TRUE,FALSE,eleanor/3-00-01a.xml,overregularization,2
but that I did that when I um when I was a baby,when you were a baby but you mustn't do that pumpkin,CHI,MOT,FALSE,36,-3.0289999999999964,3.0299999999997453,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-01b.xml,no error,12
I did,oh,CHI,MOT,FALSE,36,2.6539999999999964,0.9790000000002692,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-01b.xml,no error,1
and you put your sunglasses when there's sun and then,that's right,CHI,FAT,TRUE,36,0,4.307999999999993,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-02b.xml,other error,3
it's got planet on,ooh,CHI,FAT,TRUE,36,0.13900000000001,1.6019999999999754,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-02b.xml,other error,1
toys,there are so many toys here,CHI,FAT,FALSE,36,0.30700000000001637,0.6730000000000018,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-02b.xml,no error,6
zero throwed it on the floor,Sammy,CHI,FAT,TRUE,36,0.5920000000000982,1.949999999999818,TRUE,FALSE,TRUE,FALSE,eleanor/3-00-02b.xml,overregularization,1
she did wee in her pants,yeah,CHI,FAT,TRUE,36,0.023000000000138243,1.9039999999999964,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-02b.xml,other error,1
look who's gone,I know I know I've looked I've looked it's,CHI,MOT,FALSE,36,0.5570000000000164,1.7069999999999936,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-03a.xml,no error,12
have you watched bananas in their pajamas,xxx,CHI,MOT,FALSE,36,-2.7339999999999804,2.8100000000000023,TRUE,TRUE,FALSE,TRUE,eleanor/3-00-03b.xml,no error,1
we had a nice time at skating didn't we,can I have my shoes back,CHI,MOT,FALSE,36,-0.4650000000001455,2.9720000000002074,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-03b.xml,no error,6
I did the hop,NA,CHI,MOT,FALSE,36,-1.9969999999998436,1.9969999999998436,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-04a.xml,no error,NA
it's called Tinkerbell,oh yeah that's Snow_White,CHI,MOT,FALSE,36,-0.2780000000002474,1.055000000000291,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-04a.xml,no error,6
I did it,come on then,CHI,MOT,FALSE,36,0.1979999999998654,1.1610000000000582,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-04b.xml,no error,3
it was,what,CHI,MOT,FALSE,36,0.31300000000010186,1.7419999999997344,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-05b.xml,no error,1
I found a xxx timer,oh,CHI,FAT,FALSE,36,0.07000000000016371,2.356999999999971,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-05b.xml,no error,1
have you finished your painting,Eleanor,CHI,FAT,FALSE,36,-2.0090000000000003,2.8100000000000023,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-06b.xml,no error,1
opened your eye,okay,CHI,FAT,TRUE,36,0.4270000000001346,1.2889999999999873,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-06b.xml,other error,1
Dada's having xxx eggs,Eleanor it's very hot,CHI,MOT,FALSE,36,1.1820000000002437,5.444999999999709,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-06b.xml,no error,5
I took it out,why,CHI,FAT,TRUE,36,0.27799999999979264,2.8220000000001164,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-06b.xml,other error,1
Dad Daddy it's fixed,it's fixed,CHI,FAT,FALSE,36,0.17399999999997817,4.039999999999964,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-06b.xml,no error,3
spiders,spiders,CHI,MOT,FALSE,36,-0.4420000000000073,0.4420000000000073,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-07a.xml,no error,1
hot cross buns,hot cross buns,CHI,MOT,FALSE,36,-2.1829999999999927,2.1829999999999927,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-08a.xml,no error,3
hot cross buns,hot cross buns,CHI,MOT,FALSE,36,-2.33400000000006,2.33400000000006,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-08a.xml,no error,3
you were,does she,CHI,MOT,FALSE,36,-0.70900000000006,0.70900000000006,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-08a.xml,no error,2
I want crisps,no,CHI,MOT,FALSE,36,0.3020000000000209,1.27699999999993,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-08b.xml,no error,1
xxx did you make me that,NA,CHI,FAT,FALSE,36,-2.798000000000002,2.8099999999999454,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-08b.xml,no error,NA
I want my dips,you,CHI,FAT,FALSE,36,1.1660000000001673,1.4389999999998508,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-08b.xml,no error,1
when I were a baby,when I w,CHI,MOT,TRUE,36,0.13900000000001,2.19500000000005,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-09a.xml,other error,3
take men oh stay ladies over they,red,CHI,MOT,TRUE,36,0.1979999999998654,5.4909999999999854,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-09a.xml,other error,1
see them run away run them stop,shark,CHI,MOT,TRUE,36,0.2039999999999509,5.457000000000107,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-09a.xml,other error,1
I wanted Tigger's watch,Tigger's watch,CHI,MOT,FALSE,36,0.1369999999999436,2.298000000000002,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-09a.xml,no error,3
a xxx have some sweets,come on then,CHI,MOT,FALSE,36,-1.9390000000000782,2.7170000000000982,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-09a.xml,no error,3
you did,no I didn't,CHI,MOT,FALSE,36,-0.2400000000000091,0.6509999999998399,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-09a.xml,no error,4
one died,Eleanor you don't say that either,CHI,MOT,FALSE,36,0.03500000000030923,0.9869999999996253,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-09a.xml,no error,7
all broken,nicely nicely,CHI,MOT,FALSE,36,0.6709999999998217,2.1469999999999345,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-10a.xml,no error,2
drew your book,draw on the book,CHI,FAT,FALSE,36,-1.7530000000000001,1.7530000000000001,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-10b.xml,no error,4
have you never been big children,I've never been on a climbing frame,CHI,MOT,TRUE,36,0.024000000000114596,3.1569999999999254,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-11b.xml,other error,8
Daddy have you never seen high seat,see what,CHI,FAT,TRUE,36,1.7999999999999545,2.9829999999999472,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-11b.xml,other error,2
got xxx there,NA,CHI,FAT,FALSE,36,-1.719000000000051,1.719000000000051,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-11b.xml,no error,NA
potatoes,www,CHI,MOT,FALSE,36,-1.2770000000000437,1.2770000000000437,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-11v.xml,no error,1
small letters,good girl,CHI,MOT,FALSE,36,-0.11599999999998545,1.3470000000000084,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-14a.xml,no error,2
oy I got boot,number,CHI,MOT,TRUE,36,0,1.8460000000000036,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-14a.xml,other error,1
Mummy there's got water in there,what what water,CHI,MOT,TRUE,36,0.08199999999987995,2.6580000000003565,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-14a.xml,other error,3
it's hurting my eyes,xxx,CHI,MOT,FALSE,36,0.9750000000000227,2.125,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-14b.xml,no error,1
carrots eat rabbits,rabbits eat carrot,CHI,MOT,FALSE,36,0.057999999999992724,2.066000000000031,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-14b.xml,no error,3
wurly wurly curls,curls,CHI,FAT,FALSE,36,-2.5540000000000873,2.5540000000000873,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-15a.xml,no error,1
what were you doing,NA,CHI,FAT,FALSE,36,-1.4509999999997945,1.4509999999997945,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-15a.xml,no error,NA
it was Barbie_umbrella,Barbie_umbrella,CHI,FAT,TRUE,36,0.16200000000026193,2.288000000000011,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-15a.xml,other error,2
there was another,that's kind isn't it,CHI,FAT,FALSE,36,0.3489999999999327,1.8460000000000036,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-15b.xml,no error,6
it was Barbie umbrella,a baby umbrella,CHI,FAT,TRUE,36,0.03499999999985448,2.0779999999999745,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-15b.xml,other error,3
oh looky she got jumper,she's got a nice jumper hasn't she,CHI,MOT,TRUE,36,0.17999999999994998,2.427000000000021,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-16a.xml,other error,9
did you didn't,let me see,CHI,MOT,FALSE,36,0.02400000000000091,1.2070000000001073,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-16a.xml,no error,3
I said,four,CHI,MOT,FALSE,36,-0.8360000000000127,1.0679999999999836,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-16a.xml,no error,1
brains,they're pupils in your eyes,CHI,MOT,FALSE,36,-0.4519999999999982,1.5090000000000146,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-16a.xml,no error,6
dogs eat bones,ugh,CHI,MOT,FALSE,36,-0.5219999999999345,1.6369999999999436,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-16a.xml,no error,1
where's the words,and winter,CHI,MOT,FALSE,36,-1.4859999999998763,1.4859999999998763,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-16a.xml,no error,2
shall we read these books,of course we,CHI,MOT,FALSE,36,-0.4070000000001528,1.9510000000000218,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-16a.xml,no error,3
xxx the cracks,ah,CHI,FAT,FALSE,36,0,0.0010000000002037268,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-16b.xml,no error,1
she's got friend,ah,CHI,FAT,TRUE,36,0,9.999999997489795e-4,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-16b.xml,other error,1
ow oh I got oh I got leg ache,leg ache,CHI,MOT,TRUE,36,0.5200000000000102,4.424000000000007,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-17a.xml,other error,2
don't upset dinners,ow,CHI,MOT,FALSE,36,0.06899999999995998,1.9039999999999964,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-17b.xml,no error,1
I know who trod that,mhm,CHI,MOT,TRUE,36,0.15100000000001046,3.0880000000000223,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-18b.xml,other error,1
I I thought it was got eight,um it might have eight,CHI,MOT,TRUE,36,0.34600000000000364,3.099999999999909,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-18b.xml,other error,5
toys,Eleanor,CHI,MOT,FALSE,36,0.5370000000000346,0.9170000000001437,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-18b.xml,no error,1
and this is called Indrex,Indrex,CHI,MOT,FALSE,36,-0.7199999999999704,1.8340000000000032,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-18v.xml,no error,1
Barbie sunglasses,no you have not,CHI,MOT,FALSE,36,-0.4759999999999991,1.8000000000000682,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-18v.xml,no error,4
in ducks cafe,oh the one in the park you had when you had your second party,CHI,MOT,FALSE,36,0.23799999999982901,1.2890000000002146,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-18v.xml,no error,14
he hadn't had a Mummy,he didn't have a Mummy,CHI,MOT,TRUE,36,0.24400000000014188,1.949999999999818,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-18v.xml,other error,6
magic fairy got some fruit,is there any to share,CHI,FAT,TRUE,36,0.1879999999998745,3.6800000000000637,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-21b.xml,other error,5
I found it up there,ha,CHI,FAT,FALSE,36,-1.949999999999818,1.949999999999818,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-21b.xml,no error,1
t who wants these marble,so where do you think the marbles,CHI,MOT,FALSE,36,-0.10399999999992815,1.961999999999989,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-21v.xml,no error,7
girls have that in my nursery Jwww,Jwww,CHI,MOT,FALSE,36,0.10500000000001819,3.707999999999629,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-21v.xml,no error,1
she gone xxx,she woke up early,CHI,MOT,TRUE,36,-0.3249999999998181,1.0099999999997635,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-21v.xml,other error,4
er but I swallowed it,no,CHI,MOT,FALSE,36,0.18600000000014916,2.0429999999998927,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-22a.xml,no error,1
Wwww took away,oh she wants to share it does she,CHI,FAT,TRUE,36,0.023000000000024556,2.0670000000000073,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-22b.xml,other error,8
can you pull the pens,xxx,CHI,FAT,FALSE,36,-1.4090000000001055,1.8110000000001492,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-22b.xml,no error,1
they were not my friends,you haven't got any friends have you,CHI,MOT,FALSE,36,-1.0329999999999018,2.1359999999999673,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-23a.xml,no error,8
they did,come over here Eleanor,CHI,MOT,FALSE,36,-1.497000000000071,1.5670000000000073,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-23a.xml,no error,4
with my sharp nails they crack,no,CHI,MOT,TRUE,36,0.18299999999999272,2.425999999999931,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-24a.xml,other error,1
what rhymes xxx,you're clever girl,CHI,MOT,FALSE,36,1.0570000000002437,2.750999999999749,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-24a.xml,no error,4
hands,xxx,CHI,MOT,FALSE,36,1.2869999999998072,1.3120000000003529,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-24a.xml,no error,1
eight thirties,eight thirty,CHI,MOT,TRUE,36,0.18100000000004002,1.137000000000171,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-24a.xml,other error,2
that rhymes,very good,CHI,MOT,FALSE,36,-1.4739999999997053,1.4739999999997053,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-24a.xml,no error,2
mouses,mouses,CHI,MOT,FALSE,36,1.4050000000002,1.4980000000000473,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-24a.xml,no error,1
that's mouses,right what we need is um,CHI,MOT,FALSE,36,-1.4500000000002728,1.4510000000000218,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-24a.xml,no error,6
I want straw um straw crisps,okay,CHI,MOT,FALSE,36,-0.8010000000000446,5.456999999999994,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-24b.xml,no error,1
did you bought that,I bought it yes,CHI,MOT,TRUE,36,0.10400000000026921,1.3119999999998981,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-24b.xml,other error,4
I said that,do you put,CHI,MOT,FALSE,36,-1.7640000000001237,1.7640000000001237,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-25a.xml,no error,3
that was on it,and when you've finished playing,CHI,MOT,FALSE,36,-0.9870000000000019,1.068000000000005,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-25b.xml,no error,6
story makers come out at night,story makers come out at night,CHI,MOT,FALSE,36,0.5219999999999345,2.1019999999998618,FALSE,TRUE,FALSE,FALSE,eleanor/3-00-25b.xml,no error,6
I did,like that,CHI,MOT,FALSE,36,-0.2319999999999709,0.8120000000001255,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-28a.xml,no error,2
Mama has got green eyes,I haven't got green I've got brown eyes,CHI,MOT,FALSE,36,-0.36000000000012733,2.4729999999999563,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-28a.xml,no error,10
I weren't,you weren't,CHI,MOT,TRUE,36,0,1.6020000000000891,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-29a.xml,other error,3
I told you,Eleanor there's a letter here,CHI,MOT,FALSE,36,0.02299999999991087,3.134999999999991,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-29b.xml,no error,6
Polly took it again,Polly took it off again,CHI,MOT,FALSE,36,-2.4729999999999563,2.4729999999999563,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-29b.xml,no error,5
Polly took it off again,Polly took it off again,CHI,MOT,FALSE,36,-2.519000000000233,2.519000000000233,TRUE,FALSE,FALSE,TRUE,eleanor/3-00-29b.xml,no error,5
Mama Dada's got it,Dada's got what darling,CHI,MOT,FALSE,36,0.25500000000010914,3.298000000000002,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-30a.xml,no error,5
I don't like bats,c,CHI,MOT,FALSE,36,-0.3830000000000382,1.7640000000001237,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-30a.xml,no error,1
I made a bird can see,sheep,CHI,MOT,FALSE,36,0.18600000000014916,2.8099999999999454,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-30a.xml,no error,1
Daddy Mama said I couldn't put my leg on the table,you're not allowed to unless you've got a bad leg like mine,CHI,FAT,FALSE,36,0.02299999999991087,4.691000000000031,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-30b.xml,no error,14
I did have a face painting at Gullivers_world,oh,CHI,FAT,TRUE,36,0.03500000000030923,4.643999999999778,TRUE,FALSE,FALSE,FALSE,eleanor/3-00-30b.xml,other error,1
a lots of stars,not not too many darling,CHI,FAT,TRUE,36,-0.6620000000002619,1.6840000000001965,FALSE,TRUE,FALSE,TRUE,eleanor/3-00-30b.xml,other error,5
